"hgnc_symbol	ensembl_gene_id	gene_biotype"
"AGFG1	ENSG00000173744	protein_coding"
"RN7SKP22	ENSG00000201967	misc_RNA"
"NLRP8	ENSG00000179709	protein_coding"
"HPS5	ENSG00000110756	protein_coding"
"GFOD2	ENSG00000141098	protein_coding"
"KCNN2	ENSG00000080709	protein_coding"
"NLRP5	ENSG00000171487	protein_coding"
"NPIPB6	ENSG00000198156	protein_coding"
"ZSCAN5B	ENSG00000197213	protein_coding"
"TUBA1A	ENSG00000167552	protein_coding"
"FFAR1	ENSG00000126266	protein_coding"
"POLK	ENSG00000122008	protein_coding"
"C3	ENSG00000125730	protein_coding"
"ASXL2	ENSG00000143970	protein_coding"
"FASN	ENSG00000169710	protein_coding"
"CCDC33	ENSG00000140481	protein_coding"
"TPM3P7	ENSG00000187536	processed_pseudogene"
"GTF2H1	ENSG00000110768	protein_coding"
"PTGES3P2	ENSG00000217643	processed_pseudogene"
"KIF3C	ENSG00000084731	protein_coding"
"HAUS5	ENSG00000249115	protein_coding"
"IQGAP3	ENSG00000183856	protein_coding"
"PPIAP46	ENSG00000260266	transcribed_processed_pseudogene"
"SCML4	ENSG00000146285	protein_coding"
"RFESD	ENSG00000175449	protein_coding"
"RBM42	ENSG00000126254	protein_coding"
"UQCRHP2	ENSG00000237629	processed_pseudogene"
"RAB10	ENSG00000084733	protein_coding"
"SEC63	ENSG00000025796	protein_coding"
"SAA1	ENSG00000173432	protein_coding"
"RNU6-942P	ENSG00000199872	snRNA"
"SMARCE1P6	ENSG00000214465	processed_pseudogene"
"PPIL1P1	ENSG00000237951	processed_pseudogene"
"ARMC9	ENSG00000135931	protein_coding"
"RNU6-437P	ENSG00000238420	snRNA"
"RPL23AP50	ENSG00000232778	processed_pseudogene"
"ETV2	ENSG00000105672	protein_coding"
"KRTAP3-1	ENSG00000212901	protein_coding"
"HSPD1P11	ENSG00000251348	processed_pseudogene"
"PIK3R5	ENSG00000141506	protein_coding"
"HAPLN2	ENSG00000132702	protein_coding"
"MEF2C	ENSG00000081189	protein_coding"
"COX6B1	ENSG00000126267	protein_coding"
"BCAN	ENSG00000132692	protein_coding"
"UPK1A	ENSG00000105668	protein_coding"
"UPK1A-AS1	ENSG00000226510	lncRNA"
"TMEM86A	ENSG00000151117	protein_coding"
"IGSF22	ENSG00000179057	protein_coding"
"NES	ENSG00000132688	protein_coding"
"CRABP2	ENSG00000143320	protein_coding"
"PTPN5	ENSG00000110786	protein_coding"
"ISG20L2	ENSG00000143319	protein_coding"
"BICDL3P	ENSG00000225969	transcribed_unitary_pseudogene"
"MED16	ENSG00000175221	protein_coding"
"MRPL24	ENSG00000143314	protein_coding"
"HDGF	ENSG00000143321	protein_coding"
"MRGPRX2	ENSG00000183695	protein_coding"
"MRGPRX1	ENSG00000170255	protein_coding"
"SREBF1	ENSG00000072310	protein_coding"
"JAM3	ENSG00000166086	protein_coding"
"PRCC	ENSG00000143294	protein_coding"
"SYNM	ENSG00000182253	protein_coding"
"SH2D2A	ENSG00000027869	protein_coding"
"RWDD2A	ENSG00000013392	protein_coding"
"RNU6-9	ENSG00000207507	snRNA"
"AZU1	ENSG00000172232	protein_coding"
"PRTN3	ENSG00000196415	protein_coding"
"TSNAXIP1	ENSG00000102904	protein_coding"
"LRRC37A3	ENSG00000176809	protein_coding"
"MEIS2	ENSG00000134138	protein_coding"
"GSDMB	ENSG00000073605	protein_coding"
"POMC	ENSG00000115138	protein_coding"
"TAP1	ENSG00000168394	protein_coding"
"COL4A4	ENSG00000081052	protein_coding"
"SHD	ENSG00000105251	protein_coding"
"TMIGD2	ENSG00000167664	protein_coding"
"CORO6	ENSG00000167549	protein_coding"
"PTCHD3P3	ENSG00000219700	processed_pseudogene"
"RPL7P28	ENSG00000218632	processed_pseudogene"
"CD164	ENSG00000135535	protein_coding"
"FSD1	ENSG00000105255	protein_coding"
"TMPRSS9	ENSG00000178297	protein_coding"
"PROCA1	ENSG00000167525	protein_coding"
"PPIL6	ENSG00000185250	protein_coding"
"R3HDM4	ENSG00000198858	protein_coding"
"COL6A3	ENSG00000163359	protein_coding"
"TRIM16	ENSG00000221926	protein_coding"
"KISS1R	ENSG00000116014	protein_coding"
"SMPD2	ENSG00000135587	protein_coding"
"MICAL1	ENSG00000135596	protein_coding"
"ELANE	ENSG00000197561	protein_coding"
"DEAF1	ENSG00000177030	protein_coding"
"ZNF29P	ENSG00000108452	unprocessed_pseudogene"
"ZNF286A	ENSG00000187607	protein_coding"
"EDC4	ENSG00000038358	protein_coding"
"SHANK2	ENSG00000162105	protein_coding"
"ZBTB24	ENSG00000112365	protein_coding"
"PGM3	ENSG00000013375	protein_coding"
"UBE2SP1	ENSG00000233966	processed_pseudogene"
"PSKH1	ENSG00000159792	protein_coding"
"CTRL	ENSG00000141086	protein_coding"
"ADCYAP1R1	ENSG00000078549	protein_coding"
"TBC1D26	ENSG00000214946	protein_coding"
"ACSBG1	ENSG00000103740	protein_coding"
"PSMB10	ENSG00000205220	protein_coding"
"DES	ENSG00000175084	protein_coding"
"RTN2	ENSG00000125744	protein_coding"
"LCAT	ENSG00000213398	protein_coding"
"ADAP2	ENSG00000184060	protein_coding"
"DPEP3	ENSG00000141096	protein_coding"
"BRDT	ENSG00000137948	protein_coding"
"DPEP2	ENSG00000167261	protein_coding"
"PTGES3P3	ENSG00000229204	processed_pseudogene"
"RN7SL138P	ENSG00000266274	misc_RNA"
"RNF135	ENSG00000181481	protein_coding"
"HCG22	ENSG00000228789	protein_coding"
"PPM1N	ENSG00000213889	protein_coding"
"SLC39A5	ENSG00000139540	protein_coding"
"DPRXP4	ENSG00000264743	processed_pseudogene"
"ABCA9	ENSG00000154258	protein_coding"
"GPR4	ENSG00000177464	protein_coding"
"TSBP1	ENSG00000204296	protein_coding"
"ABCA6	ENSG00000154262	protein_coding"
"CFD	ENSG00000197766	protein_coding"
"TMPRSS11GP	ENSG00000229009	transcribed_unprocessed_pseudogene"
"MIR4524B	ENSG00000265331	miRNA"
"SNRPGP4	ENSG00000267203	processed_pseudogene"
"ABCA10	ENSG00000154263	protein_coding"
"KCNK12	ENSG00000184261	protein_coding"
"TMPRSS11F	ENSG00000198092	protein_coding"
"FBXO11	ENSG00000138081	protein_coding"
"AP2A2	ENSG00000183020	protein_coding"
"MYLK4	ENSG00000145949	protein_coding"
"TNK1	ENSG00000174292	protein_coding"
"TMPRSS11E	ENSG00000087128	protein_coding"
"SLC5A5	ENSG00000105641	protein_coding"
"DHCR7	ENSG00000172893	protein_coding"
"NLRP12	ENSG00000142405	protein_coding"
"RAD54L2	ENSG00000164080	protein_coding"
"LINC01160	ENSG00000231346	lncRNA"
"NCR1	ENSG00000189430	protein_coding"
"NLRP2	ENSG00000022556	protein_coding"
"TSPAN4	ENSG00000214063	protein_coding"
"OSTN	ENSG00000188729	protein_coding"
"CCDC92B	ENSG00000277200	protein_coding"
"RPL38	ENSG00000172809	protein_coding"
"GMPPA	ENSG00000144591	protein_coding"
"TTYH2	ENSG00000141540	protein_coding"
"LINC01093	ENSG00000249173	lncRNA"
"GSTA2	ENSG00000244067	protein_coding"
"DNAI2	ENSG00000171595	protein_coding"
"TAF10	ENSG00000166337	protein_coding"
"KIR2DL4	ENSG00000189013	protein_coding"
"KIF19	ENSG00000196169	protein_coding"
"TNF	ENSG00000232810	protein_coding"
"RPL3P7	ENSG00000225093	processed_pseudogene"
"OSTM1-AS1	ENSG00000225174	lncRNA"
"NR2E1	ENSG00000112333	protein_coding"
"BTBD17	ENSG00000204347	protein_coding"
"FGG	ENSG00000171557	protein_coding"
"SNX3	ENSG00000112335	protein_coding"
"LGALS3BP	ENSG00000108679	protein_coding"
"HIF3A	ENSG00000124440	protein_coding"
"RNA5SP212	ENSG00000212525	rRNA_pseudogene"
"RNU6-770P	ENSG00000200799	snRNA"
"OSTM1	ENSG00000081087	protein_coding"
"HDLBP	ENSG00000115677	protein_coding"
"FGFR3	ENSG00000068078	protein_coding"
"CANT1	ENSG00000171302	protein_coding"
"C1QTNF1	ENSG00000173918	protein_coding"
"GOLGA8N	ENSG00000232653	protein_coding"
"ENGASE	ENSG00000167280	protein_coding"
"RBFOX3	ENSG00000167281	protein_coding"
"FAM90A27P	ENSG00000189348	protein_coding"
"FEM1A	ENSG00000141965	protein_coding"
"ENPP7	ENSG00000182156	protein_coding"
"TICAM1	ENSG00000127666	protein_coding"
"PLIN3	ENSG00000105355	protein_coding"
"CBX2	ENSG00000173894	protein_coding"
"MYH10	ENSG00000133026	protein_coding"
"FILIP1L	ENSG00000168386	protein_coding"
"ARRDC5	ENSG00000205784	protein_coding"
"UHRF1	ENSG00000276043	protein_coding"
"SBF2	ENSG00000133812	protein_coding"
"UQCR11	ENSG00000127540	protein_coding"
"TRAF3IP2	ENSG00000056972	protein_coding"
"RNU6-1223P	ENSG00000252933	snRNA"
"FUT3	ENSG00000171124	protein_coding"
"RN7SL150P	ENSG00000240626	misc_RNA"
"WDR88	ENSG00000166359	protein_coding"
"IKZF2	ENSG00000030419	protein_coding"
"LRP3	ENSG00000130881	protein_coding"
"SLC7A10	ENSG00000130876	protein_coding"
"CGA	ENSG00000135346	protein_coding"
"RCN1P1	ENSG00000215477	processed_pseudogene"
"AKR1B1P7	ENSG00000266899	processed_pseudogene"
"RPL21P131	ENSG00000232429	processed_pseudogene"
"OAZ1	ENSG00000104904	protein_coding"
"OIP5-AS1	ENSG00000247556	lncRNA"
"GRIA2	ENSG00000120251	protein_coding"
"LINGO3	ENSG00000220008	protein_coding"
"PRODH2	ENSG00000250799	protein_coding"
"PTH2R	ENSG00000144407	protein_coding"
"PET100	ENSG00000229833	protein_coding"
"TJAP1	ENSG00000137221	protein_coding"
"OSBPL9P4	ENSG00000256420	processed_pseudogene"
"STXBP2	ENSG00000076944	protein_coding"
"TRIB2	ENSG00000071575	protein_coding"
"UGT1A8	ENSG00000242366	protein_coding"
"ASCL3	ENSG00000176009	protein_coding"
"C6orf120	ENSG00000185127	protein_coding"
"TRIM39	ENSG00000204599	protein_coding"
"OMG	ENSG00000126861	protein_coding"
"UGT1A7	ENSG00000244122	protein_coding"
"EVI2B	ENSG00000185862	protein_coding"
"EVI2A	ENSG00000126860	protein_coding"
"KIF9	ENSG00000088727	protein_coding"
"AK4P1	ENSG00000263535	processed_pseudogene"
"RAB11FIP4	ENSG00000131242	protein_coding"
"MUC22	ENSG00000261272	protein_coding"
"IGKV1-16	ENSG00000240864	IG_V_gene"
"IGKV6-21	ENSG00000211611	IG_V_gene"
"IGKV2-28	ENSG00000244116	IG_V_gene"
"IGKV1-33	ENSG00000242076	IG_V_gene"
"RN7SL45P	ENSG00000264862	misc_RNA"
"MIR193A	ENSG00000207614	miRNA"
"RNU6ATAC7P	ENSG00000221038	snRNA"
"MIR4725	ENSG00000265976	miRNA"
"CACNA2D1	ENSG00000153956	protein_coding"
"IGKV1D-13	ENSG00000276566	IG_V_gene"
"MFSD11	ENSG00000092931	protein_coding"
"IGKV1D-12	ENSG00000278857	IG_V_gene"
"IGKV1D-43	ENSG00000242580	IG_V_gene"
"USP2	ENSG00000036672	protein_coding"
"RNA5SP145	ENSG00000199994	rRNA_pseudogene"
"GPR171	ENSG00000174946	protein_coding"
"P2RY14	ENSG00000174944	protein_coding"
"SETP11	ENSG00000239570	processed_pseudogene"
"GPR87	ENSG00000138271	protein_coding"
"P2RY13	ENSG00000181631	protein_coding"
"P2RY12	ENSG00000169313	protein_coding"
"CCDC12	ENSG00000160799	protein_coding"
"GFER	ENSG00000127554	protein_coding"
"RDH16	ENSG00000139547	protein_coding"
"TOPAZ1	ENSG00000173769	protein_coding"
"LRRC73	ENSG00000204052	protein_coding"
"TCAIM	ENSG00000179152	protein_coding"
"LINC00868	ENSG00000267535	lncRNA"
"MGAT5B	ENSG00000167889	protein_coding"
"RAMACL	ENSG00000235272	protein_coding"
"OR2I1P	ENSG00000237988	protein_coding"
"MYEOV	ENSG00000172927	protein_coding"
"IFITM9P	ENSG00000213275	processed_pseudogene"
"CCND1	ENSG00000110092	protein_coding"
"ZNF292	ENSG00000188994	protein_coding"
"ASPRV1	ENSG00000244617	protein_coding"
"FAM187B	ENSG00000177558	protein_coding"
"FAM187B2P	ENSG00000262497	unprocessed_pseudogene"
"WSCD1	ENSG00000179314	protein_coding"
"USF2	ENSG00000105698	protein_coding"
"EXOC1	ENSG00000090989	protein_coding"
"BTF3P14	ENSG00000262609	processed_pseudogene"
"FGF19	ENSG00000162344	protein_coding"
"MIR548AQ	ENSG00000265470	miRNA"
"TRA2B	ENSG00000136527	protein_coding"
"FGF4	ENSG00000075388	protein_coding"
"RPL12P38	ENSG00000213228	transcribed_processed_pseudogene"
"APPBP2	ENSG00000062725	protein_coding"
"FOXCUT	ENSG00000280916	lncRNA"
"FOXP1-AS1	ENSG00000244203	lncRNA"
"MIR1284	ENSG00000221264	miRNA"
"FOXP1-IT1	ENSG00000242094	lncRNA"
"ZSCAN16-AS1	ENSG00000269293	lncRNA"
"RARRES1	ENSG00000118849	protein_coding"
"RNU6-623P	ENSG00000200013	snRNA"
"RN7SL606P	ENSG00000239932	misc_RNA"
"KRT18P61	ENSG00000267083	processed_pseudogene"
"CASC15	ENSG00000272168	lncRNA"
"HMGN1P28	ENSG00000254114	processed_pseudogene"
"RN7SL448P	ENSG00000264322	misc_RNA"
"RNU6-314P	ENSG00000252383	snRNA"
"RNU6-862P	ENSG00000199674	snRNA"
"RN7SL442P	ENSG00000239221	misc_RNA"
"PIGL	ENSG00000108474	protein_coding"
"HAMP	ENSG00000105697	protein_coding"
"MFSD1	ENSG00000118855	protein_coding"
"RNU6-652P	ENSG00000202358	snRNA"
"MAG	ENSG00000105695	protein_coding"
"SF3B4	ENSG00000143368	protein_coding"
"MIR1288	ENSG00000221355	miRNA"
"CENPV	ENSG00000166582	protein_coding"
"SORBS2	ENSG00000154556	protein_coding"
"MEIOB	ENSG00000162039	protein_coding"
"UBB	ENSG00000170315	protein_coding"
"AIMP1P2	ENSG00000227177	processed_pseudogene"
"MEFV	ENSG00000103313	protein_coding"
"FTLP12	ENSG00000265095	processed_pseudogene"
"TRPV2	ENSG00000187688	protein_coding"
"NCOA1	ENSG00000084676	protein_coding"
"LSR	ENSG00000105699	protein_coding"
"TRPM1	ENSG00000134160	protein_coding"
"GPR79	ENSG00000232374	processed_pseudogene"
"PRKAR1A	ENSG00000108946	protein_coding"
"IQCJ-SCHIP1-AS1	ENSG00000241211	lncRNA"
"RNU2-31P	ENSG00000252763	snRNA"
"TDRG1	ENSG00000204091	lncRNA"
"LINC00951	ENSG00000226070	lncRNA"
"ST8SIA1	ENSG00000111728	protein_coding"
"FOXP1	ENSG00000114861	protein_coding"
"LYRM2	ENSG00000083099	protein_coding"
"KATNBL1P5	ENSG00000271108	processed_pseudogene"
"RNU6-987P	ENSG00000207490	snRNA"
"MDN1	ENSG00000112159	protein_coding"
"BVES-AS1	ENSG00000203808	lncRNA"
"IGFN1	ENSG00000163395	protein_coding"
"LY86-AS1	ENSG00000216863	lncRNA"
"WDR90	ENSG00000161996	protein_coding"
"FAM149A	ENSG00000109794	protein_coding"
"C12orf71	ENSG00000214700	protein_coding"
"NLRP10	ENSG00000182261	protein_coding"
"HCG18	ENSG00000231074	lncRNA"
"RHBDL1	ENSG00000103269	protein_coding"
"STUB1	ENSG00000103266	protein_coding"
"ALMS1	ENSG00000116127	protein_coding"
"MIR3164	ENSG00000265539	miRNA"
"LMO1	ENSG00000166407	protein_coding"
"STK33	ENSG00000130413	protein_coding"
"HDAC4	ENSG00000068024	protein_coding"
"JMJD8	ENSG00000161999	protein_coding"
"LEFTY2	ENSG00000143768	protein_coding"
"CAHM	ENSG00000270419	lncRNA"
"LINC01010	ENSG00000236700	lncRNA"
"EIF2A	ENSG00000144895	protein_coding"
"WDR24	ENSG00000127580	protein_coding"
"SNRPEP5	ENSG00000225642	processed_pseudogene"
"ID2	ENSG00000115738	protein_coding"
"CARNS1	ENSG00000172508	protein_coding"
"FBXL16	ENSG00000127585	protein_coding"
"MBOAT2	ENSG00000143797	protein_coding"
"RHOT2	ENSG00000140983	protein_coding"
"BCAS2P1	ENSG00000255051	processed_pseudogene"
"ANKRD42	ENSG00000137494	protein_coding"
"KCNE4	ENSG00000152049	protein_coding"
"KIDINS220	ENSG00000134313	protein_coding"
"LINC00574	ENSG00000231690	lncRNA"
"PPM1D	ENSG00000170836	protein_coding"
"RAI1	ENSG00000108557	protein_coding"
"TEX2	ENSG00000136478	protein_coding"
"SYT8	ENSG00000149043	protein_coding"
"CPNE4	ENSG00000196353	protein_coding"
"GP1BA	ENSG00000185245	protein_coding"
"TRAF4	ENSG00000076604	protein_coding"
"LINC02532	ENSG00000235142	lncRNA"
"LLGL1	ENSG00000131899	protein_coding"
"PAX6	ENSG00000007372	protein_coding"
"VWA5B2	ENSG00000145198	protein_coding"
"UFL1-AS1	ENSG00000233797	lncRNA"
"ABCA8	ENSG00000141338	protein_coding"
"CMAHP	ENSG00000168405	transcribed_unitary_pseudogene"
"YIPF4	ENSG00000119820	protein_coding"
"BIRC6-AS1	ENSG00000230046	lncRNA"
"MIR558	ENSG00000207653	miRNA"
"TTC27	ENSG00000018699	protein_coding"
"LINC03002	ENSG00000232310	lncRNA"
"LINC02941	ENSG00000236013	lncRNA"
"LINC00486	ENSG00000230876	lncRNA"
"ATG16L1	ENSG00000085978	protein_coding"
"TRAF3IP2-AS1	ENSG00000231889	lncRNA"
"SLC16A6	ENSG00000108932	protein_coding"
"ARHGAP44	ENSG00000006740	protein_coding"
"PITPNA	ENSG00000174238	protein_coding"
"SCARNA5	ENSG00000252010	scaRNA"
"SCARNA6	ENSG00000251791	scaRNA"
"SAG	ENSG00000130561	protein_coding"
"MYO15A	ENSG00000091536	protein_coding"
"DGKD	ENSG00000077044	protein_coding"
"SLX4	ENSG00000188827	protein_coding"
"RNU7-3P	ENSG00000252244	snRNA"
"BCAR4	ENSG00000262117	lncRNA"
"GPR19	ENSG00000183150	protein_coding"
"MIR613	ENSG00000207983	miRNA"
"DDX47	ENSG00000213782	protein_coding"
"GP5	ENSG00000178732	protein_coding"
"MYLK	ENSG00000065534	protein_coding"
"TSEN15	ENSG00000198860	protein_coding"
"CEP95	ENSG00000258890	protein_coding"
"HNF1A	ENSG00000135100	protein_coding"
"LRRC71	ENSG00000160838	protein_coding"
"MIR765	ENSG00000211581	miRNA"
"RN7SL612P	ENSG00000266160	misc_RNA"
"SYCP2L	ENSG00000153157	protein_coding"
"SEZ6	ENSG00000063015	protein_coding"
"C19orf54	ENSG00000188493	protein_coding"
"SNRPA	ENSG00000077312	protein_coding"
"ELOVL2	ENSG00000197977	protein_coding"
"ELOVL2-AS1	ENSG00000230314	lncRNA"
"SMIM13	ENSG00000224531	protein_coding"
"ERVFRD-1	ENSG00000244476	protein_coding"
"SCGN	ENSG00000079689	protein_coding"
"MIA	ENSG00000261857	protein_coding"
"HEATR6	ENSG00000068097	protein_coding"
"ITPKC	ENSG00000086544	protein_coding"
"ADAMTSL4	ENSG00000143382	protein_coding"
"SPINK8	ENSG00000229453	protein_coding"
"SHOX2	ENSG00000168779	protein_coding"
"ATP13A5	ENSG00000187527	protein_coding"
"ROBO1	ENSG00000169855	protein_coding"
"OR12D1	ENSG00000251608	protein_coding"
"LINC01015	ENSG00000224582	lncRNA"
"NPIPB11	ENSG00000254206	protein_coding"
"ACD	ENSG00000102977	protein_coding"
"C3orf49	ENSG00000163632	protein_coding"
"NAV2-AS2	ENSG00000254453	lncRNA"
"KCNMB2	ENSG00000197584	protein_coding"
"MOGS	ENSG00000115275	protein_coding"
"CPNE9	ENSG00000144550	protein_coding"
"ZNF445	ENSG00000185219	protein_coding"
"WDR12	ENSG00000138442	protein_coding"
"DAZAP2P1	ENSG00000223825	processed_pseudogene"
"SUMO1	ENSG00000116030	protein_coding"
"ARID1B	ENSG00000049618	protein_coding"
"RPS3AP2	ENSG00000219027	processed_pseudogene"
"PTX4	ENSG00000251692	protein_coding"
"NOP58	ENSG00000055044	protein_coding"
"TELO2	ENSG00000100726	protein_coding"
"PLD1	ENSG00000075651	protein_coding"
"CLCN7	ENSG00000103249	protein_coding"
"SNORD70	ENSG00000212534	snoRNA"
"SNORD11B	ENSG00000271852	snoRNA"
"SNORD11	ENSG00000238317	snoRNA"
"RN7SL753P	ENSG00000264275	misc_RNA"
"RN7SL40P	ENSG00000242696	misc_RNA"
"BMPR2	ENSG00000204217	protein_coding"
"RPL13AP12	ENSG00000236047	processed_pseudogene"
"MTND4P30	ENSG00000227454	unprocessed_pseudogene"
"FAM117B	ENSG00000138439	protein_coding"
"YY1AP1	ENSG00000163374	protein_coding"
"TTC39DP	ENSG00000227238	unitary_pseudogene"
"ZNF512	ENSG00000243943	protein_coding"
"SCAP	ENSG00000114650	protein_coding"
"KAAG1	ENSG00000146049	lncRNA"
"CCDC121	ENSG00000176714	protein_coding"
"GPN1	ENSG00000198522	protein_coding"
"SHISA5	ENSG00000164054	protein_coding"
"NARF	ENSG00000141562	protein_coding"
"FAHD1	ENSG00000180185	protein_coding"
"NUDT16L1	ENSG00000168101	protein_coding"
"NEUROD4	ENSG00000123307	protein_coding"
"PRSS41	ENSG00000215148	protein_coding"
"MOB3A	ENSG00000172081	protein_coding"
"RPL13AP20	ENSG00000234498	processed_pseudogene"
"IZUMO4	ENSG00000099840	protein_coding"
"PHF7	ENSG00000010318	protein_coding"
"CACNA1C-AS4	ENSG00000256025	lncRNA"
"CACNA1C-IT3	ENSG00000256721	lncRNA"
"CACNA1C-AS3	ENSG00000256769	lncRNA"
"SUPT7L	ENSG00000119760	protein_coding"
"CACNA1C-AS2	ENSG00000256271	lncRNA"
"SCARF1	ENSG00000074660	protein_coding"
"ADRA2B	ENSG00000274286	protein_coding"
"RPL31P60	ENSG00000239988	processed_pseudogene"
"WDR6	ENSG00000178252	protein_coding"
"PCSK4	ENSG00000115257	protein_coding"
"TKT	ENSG00000163931	protein_coding"
"CDKN1B	ENSG00000111276	protein_coding"
"SPDEF	ENSG00000124664	protein_coding"
"NPIPB2	ENSG00000234719	protein_coding"
"NQO1	ENSG00000181019	protein_coding"
"ABHD14A	ENSG00000248487	protein_coding"
"AQP12A	ENSG00000184945	protein_coding"
"GUSBP2	ENSG00000241549	transcribed_unprocessed_pseudogene"
"OR2H4P	ENSG00000230598	transcribed_unprocessed_pseudogene"
"OR2N1P	ENSG00000203492	transcribed_unprocessed_pseudogene"
"ADCY10P1	ENSG00000161912	transcribed_unprocessed_pseudogene"
"TREML3P	ENSG00000184106	transcribed_unprocessed_pseudogene"
"NOB1	ENSG00000141101	protein_coding"
"HLA-V	ENSG00000181126	transcribed_unprocessed_pseudogene"
"ZSCAN5C	ENSG00000204532	protein_coding"
"NFAT5	ENSG00000102908	protein_coding"
"SELENOV	ENSG00000186838	protein_coding"
"DPRX	ENSG00000204595	protein_coding"
"OLFML2B	ENSG00000162745	protein_coding"
"NLRP11	ENSG00000179873	protein_coding"
"RAET1K	ENSG00000218358	transcribed_unprocessed_pseudogene"
"ZSCAN12P1	ENSG00000219891	transcribed_unprocessed_pseudogene"
"TTC24	ENSG00000187862	protein_coding"
"HLA-L	ENSG00000243753	transcribed_unprocessed_pseudogene"
"IL20	ENSG00000162891	protein_coding"
"LINC02005	ENSG00000242741	lncRNA"
"AKR1B1P2	ENSG00000213452	processed_pseudogene"
"CNTN3	ENSG00000113805	protein_coding"
"BTN2A3P	ENSG00000124549	transcribed_unprocessed_pseudogene"
"NIPA2P2	ENSG00000241022	processed_pseudogene"
"RN7SL294P	ENSG00000242638	misc_RNA"
"B9D1	ENSG00000108641	protein_coding"
"HNRNPA3P6	ENSG00000213300	processed_pseudogene"
"MYLKP1	ENSG00000228868	unprocessed_pseudogene"
"LEKR1	ENSG00000197980	protein_coding"
"ZNF204P	ENSG00000204789	transcribed_unprocessed_pseudogene"
"CLK1	ENSG00000013441	protein_coding"
"DNAH12	ENSG00000174844	protein_coding"
"C1RL	ENSG00000139178	protein_coding"
"KCTD21	ENSG00000188997	protein_coding"
"USP35	ENSG00000118369	protein_coding"
"POLR2H	ENSG00000163882	protein_coding"
"CAB39	ENSG00000135932	protein_coding"
"OR10K2	ENSG00000180708	protein_coding"
"GAB2	ENSG00000033327	protein_coding"
"SSTR2	ENSG00000180616	protein_coding"
"COG1	ENSG00000166685	protein_coding"
"MTX1	ENSG00000173171	protein_coding"
"COPS8P3	ENSG00000254697	processed_pseudogene"
"C17orf80	ENSG00000141219	protein_coding"
"NARS2	ENSG00000137513	protein_coding"
"PSMD8	ENSG00000099341	protein_coding"
"SNX27	ENSG00000143376	protein_coding"
"CPSF4L	ENSG00000187959	protein_coding"
"CDC42EP4	ENSG00000179604	protein_coding"
"AP3D1	ENSG00000065000	protein_coding"
"FAM104A	ENSG00000133193	protein_coding"
"MST1	ENSG00000173531	protein_coding"
"RNU6-638P	ENSG00000252391	snRNA"
"RPL9P29	ENSG00000267355	processed_pseudogene"
"AFMID	ENSG00000183077	protein_coding"
"RNF222	ENSG00000189051	protein_coding"
"UTS2B	ENSG00000188958	protein_coding"
"C17orf99	ENSG00000187997	protein_coding"
"CELF3	ENSG00000159409	protein_coding"
"USP7	ENSG00000187555	protein_coding"
"DHRS7B	ENSG00000109016	protein_coding"
"SLC25A26	ENSG00000144741	protein_coding"
"FGF6	ENSG00000111241	protein_coding"
"RIIAD1	ENSG00000178796	protein_coding"
"MRPL9	ENSG00000143436	protein_coding"
"DNAH2	ENSG00000183914	protein_coding"
"OAZ3	ENSG00000143450	protein_coding"
"LINGO4	ENSG00000213171	protein_coding"
"THEM5	ENSG00000196407	protein_coding"
"SLC39A11	ENSG00000133195	protein_coding"
"THEM4	ENSG00000159445	protein_coding"
"KRT8P28	ENSG00000223810	processed_pseudogene"
"S100A10	ENSG00000197747	protein_coding"
"ELP5	ENSG00000170291	protein_coding"
"ZNF296	ENSG00000170684	protein_coding"
"GEMIN7	ENSG00000142252	protein_coding"
"EIF5AP3	ENSG00000267346	processed_pseudogene"
"NIF3L1	ENSG00000196290	protein_coding"
"SETD2	ENSG00000181555	protein_coding"
"MIR483	ENSG00000207805	miRNA"
"IGF2-AS	ENSG00000099869	lncRNA"
"INS	ENSG00000254647	protein_coding"
"SPDYE4	ENSG00000183318	protein_coding"
"USP36	ENSG00000055483	protein_coding"
"TH	ENSG00000180176	protein_coding"
"CYP20A1	ENSG00000119004	protein_coding"
"HTR3C	ENSG00000178084	protein_coding"
"HTR3E-AS1	ENSG00000238020	lncRNA"
"HTR3E	ENSG00000186038	protein_coding"
"C1orf68	ENSG00000198854	protein_coding"
"LCE1F	ENSG00000240386	protein_coding"
"LCE1E	ENSG00000186226	protein_coding"
"U2AF2	ENSG00000063244	protein_coding"
"LCE1D	ENSG00000172155	protein_coding"
"PLEKHG7	ENSG00000187510	protein_coding"
"MAP3K10	ENSG00000130758	protein_coding"
"MIR4686	ENSG00000265258	miRNA"
"ASCL2	ENSG00000183734	protein_coding"
"C11orf21	ENSG00000110665	protein_coding"
"TSPAN32	ENSG00000064201	protein_coding"
"HSP90AA5P	ENSG00000205955	transcribed_processed_pseudogene"
"TTC9B	ENSG00000174521	protein_coding"
"ABCF3	ENSG00000161204	protein_coding"
"AKT2	ENSG00000105221	protein_coding"
"ASGR2	ENSG00000161944	protein_coding"
"SNHG9	ENSG00000255198	lncRNA"
"CD81-AS1	ENSG00000238184	lncRNA"
"COG4	ENSG00000103051	protein_coding"
"RPL26P30	ENSG00000236264	transcribed_processed_pseudogene"
"MAB21L3	ENSG00000173212	protein_coding"
"NFASC	ENSG00000163531	protein_coding"
"KCNH6	ENSG00000173826	protein_coding"
"MIR641	ENSG00000207631	miRNA"
"RNU6-945P	ENSG00000206674	snRNA"
